image	bicycle	bird	bottle	car	chair	diningtable	dog	person	pottedplant	sofa	
00013501	0.796751	0.400791	0.602132	0.005654	0.753052	0.473499	0.287532	0.312192	0.535292	0.811170	
00013502	0.113817	0.310601	0.731446	0.656161	0.406690	0.512723	0.793274	0.309687	0.820067	0.682116	
00013503	0.158824	0.653799	0.682629	0.752658	0.318388	0.214328	0.227866	0.718958	0.843464	0.350042	
00013504	0.355828	0.391825	0.061032	0.067614	0.438576	0.923739	0.546665	0.687239	0.302570	0.787070	
00013505	0.847759	0.119336	0.676503	0.339271	0.350358	0.165512	0.329567	0.553300	0.867620	0.544288	
00013506	0.582781	0.978538	0.307075	0.497392	0.460805	0.286095	0.672123	0.879111	0.506250	0.238298	
00013507	0.586178	0.518252	0.348294	0.311824	0.412204	0.004009	0.699570	0.064639	0.573139	0.060895	
00013508	0.925838	0.507769	0.726500	0.672019	0.947122	0.436245	0.574189	0.891303	0.133867	0.690655	
00013509	0.575078	0.325022	0.107092	0.808391	0.947890	0.384479	0.699102	0.625345	0.927491	0.924346	
00013510	0.009977	0.197272	0.252499	0.676905	0.460436	0.992038	0.902266	0.060434	0.007066	0.147811	
00013511	0.809377	0.862893	0.438931	0.930723	0.370184	0.262941	0.489809	0.981685	0.200207	0.726991	
00013512	0.608808	0.267868	0.587180	0.638918	0.336728	0.205565	0.264498	0.895115	0.173816	0.460122	
00013513	0.479914	0.538681	0.307007	0.572912	0.488436	0.094771	0.688770	0.303067	0.973675	0.268839	
00013514	0.268440	0.551466	0.435469	0.990677	0.851530	0.138941	0.838357	0.543197	0.614770	0.779696	
00013515	0.258096	0.963257	0.310336	0.054552	0.068146	0.929458	0.973804	0.348116	0.485290	0.551391	
00013516	0.481010	0.269576	0.915969	0.085061	0.526236	0.809381	0.874007	0.365162	0.546736	0.678126	
00013517	0.227341	0.265718	0.658420	0.961251	0.328805	0.870907	0.388571	0.513119	0.697986	0.732636	
00013518	0.048602	0.309990	0.176907	0.405432	0.342104	0.861976	0.068619	0.801679	0.128041	0.336835	
00013519	0.169242	0.557298	0.645104	0.685280	0.731013	0.224311	0.588664	0.476633	0.359038	0.131281	
00013520	0.258446	0.378189	0.035293	0.406041	0.833160	0.687377	0.665984	0.990537	0.284579	0.084065	
00013521	0.197910	0.245765	0.782607	0.994992	0.707759	0.299808	0.268791	0.373118	0.886432	0.786155	
00013522	0.605693	0.676179	0.001804	0.837892	0.158150	0.769049	0.633262	0.847064	0.161495	0.518390	
00013523	0.823704	0.261294	0.384515	0.245992	0.976820	0.829529	0.775442	0.034034	0.410997	0.786872	
00013524	0.810615	0.961486	0.672467	0.416477	0.559798	0.792623	0.645908	0.776624	0.701368	0.915521	
00013525	0.802237	0.497577	0.039491	0.369977	0.472152	0.610246	0.646495	0.332506	0.391031	0.805976	
00013526	0.708113	0.427772	0.434759	0.791801	0.395294	0.143374	0.289740	0.260271	0.832896	0.116778	
00013527	0.859378	0.567792	0.174381	0.032109	0.084356	0.921549	0.788477	0.649372	0.858491	0.962865	
00013528	0.781085	0.613038	0.583211	0.796476	0.276373	0.423144	0.290716	0.966250	0.697690	0.016822	
00013529	0.203797	0.806993	0.191036	0.034056	0.366973	0.128648	0.960376	0.584177	0.313939	0.089967	
00013530	0.993343	0.880783	0.383639	0.018465	0.797172	0.073386	0.421028	0.866829	0.849683	0.903936	
00013531	0.093625	0.159978	0.882180	0.447451	0.011825	0.569992	0.446926	0.521900	0.871955	0.641728	
00013532	0.650619	0.089177	0.001841	0.837516	0.229690	0.138076	0.355269	0.412200	0.249908	0.318258	
00013533	0.215177	0.313135	0.680203	0.795998	0.687073	0.120689	0.276265	0.539978	0.939836	0.652953	
00013534	0.243873	0.607353	0.282515	0.936869	0.036681	0.380074	0.952497	0.286842	0.019594	0.633442	
00013535	0.339688	0.378738	0.821409	0.201312	0.786350	0.995232	0.315328	0.680183	0.137570	0.171123	
00013536	0.197862	0.925543	0.294109	0.862681	0.660982	0.350810	0.258079	0.406962	0.164808	0.716579	
00013537	0.506833	0.057013	0.390100	0.255805	0.755098	0.907527	0.048122	0.134729	0.002068	0.682503	
00013538	0.950758	0.994016	0.951081	0.059681	0.517653	0.469586	0.295077	0.581937	0.500901	0.180117	
00013539	0.394607	0.666958	0.835255	0.968680	0.990334	0.264374	0.113862	0.123756	0.874152	0.097005	
00013540	0.584465	0.617150	0.890217	0.065506	0.177933	0.254290	0.745018	0.941924	0.285169	0.185773	
00013541	0.606537	0.147886	0.932589	0.229541	0.437027	0.159592	0.263668	0.322997	0.272933	0.882755	
00013542	0.714643	0.028996	0.129361	0.033078	0.630586	0.560055	0.841297	0.721008	0.476543	0.268720	
00013543	0.401536	0.572470	0.348286	0.127822	0.673615	0.193790	0.759795	0.830360	0.097225	0.932479	
00013544	0.858691	0.029982	0.713610	0.680035	0.917499	0.098468	0.255298	0.062593	0.682562	0.297956	
00013545	0.920485	0.711534	0.625149	0.028296	0.907602	0.300266	0.692150	0.237211	0.882972	0.790515	
00013546	0.750839	0.214038	0.833619	0.851904	0.063821	0.231312	0.095714	0.606775	0.920794	0.228233	
00013547	0.285592	0.255187	0.220504	0.282222	0.637231	0.605885	0.716556	0.829403	0.963385	0.828160	
00013548	0.796816	0.958593	0.319321	0.421990	0.481091	0.478213	0.643689	0.688172	0.863882	0.972556	
00013549	0.142766	0.181891	0.219386	0.653313	0.287509	0.928954	0.884713	0.047465	0.897350	0.235330	
00013550	0.504550	0.798457	0.028035	0.921595	0.721540	0.431877	0.366971	0.684140	0.489507	0.954849	
00013551	0.610688	0.040043	0.680210	0.292350	0.504888	0.611260	0.164646	0.898084	0.231021	0.183649	
00013552	0.703797	0.309159	0.286149	0.966801	0.677296	0.076165	0.179390	0.057801	0.374407	0.739397	
00013553	0.383340	0.967092	0.030791	0.779415	0.802387	0.025131	0.439744	0.097478	0.184803	0.208127	
00013554	0.728683	0.266990	0.284451	0.086315	0.683330	0.133629	0.336410	0.397986	0.333450	0.665716	
00013555	0.887285	0.121876	0.113194	0.178892	0.115494	0.147952	0.324025	0.894307	0.522588	0.521080	
00013556	0.055848	0.607378	0.071623	0.190304	0.957639	0.476111	0.097393	0.670603	0.788994	0.797517	
00013557	0.138216	0.645352	0.581015	0.099180	0.335553	0.410858	0.514625	0.824436	0.603165	0.401967	
00013558	0.863065	0.874425	0.010961	0.909900	0.318292	0.779336	0.044907	0.868541	0.065560	0.960257	
00013559	0.421746	0.897329	0.843501	0.048425	0.668348	0.589284	0.514663	0.630400	0.677438	0.449198	
00013560	0.411314	0.053178	0.066062	0.910024	0.146785	0.219271	0.037953	0.572471	0.052799	0.696822	
00013561	0.959141	0.759513	0.484097	0.122042	0.278004	0.888315	0.380877	0.458006	0.256785	0.054867	
00013562	0.750245	0.858904	0.162403	0.353663	0.659416	0.917257	0.584118	0.442414	0.989153	0.508572	
00013563	0.980997	0.481723	0.421958	0.231771	0.542227	0.644693	0.935782	0.085605	0.807803	0.634489	
00013564	0.233516	0.075096	0.863060	0.560725	0.284095	0.388672	0.016946	0.029185	0.249268	0.297421	
00013565	0.096227	0.090721	0.656410	0.573309	0.976196	0.942901	0.312749	0.807198	0.407843	0.496807	
00013566	0.384582	0.200216	0.962474	0.302769	0.574579	0.611951	0.658955	0.674512	0.178820	0.862839	
00013567	0.500273	0.778287	0.395760	0.773449	0.727197	0.846936	0.331175	0.278755	0.709365	0.409488	
00013568	0.570256	0.407280	0.411930	0.013865	0.879310	0.177922	0.339908	0.192916	0.865888	0.482184	
00013569	0.976632	0.827042	0.779265	0.267161	0.662083	0.912640	0.785730	0.393832	0.346432	0.798941	
00013570	0.492855	0.147968	0.902051	0.932078	0.521801	0.162561	0.227955	0.632389	0.295924	0.051027	
00013571	0.400883	0.732915	0.669312	0.838306	0.254766	0.131264	0.062832	0.226149	0.220949	0.514948	
00013572	0.994990	0.149892	0.171376	0.022883	0.673680	0.276429	0.936603	0.039838	0.914870	0.618802	
00013573	0.260998	0.838430	0.319782	0.965607	0.859101	0.346350	0.058615	0.089118	0.358416	0.626232	
00013574	0.665325	0.545367	0.271206	0.397913	0.472531	0.088431	0.059701	0.323416	0.491059	0.533645	
00013575	0.964257	0.961168	0.230797	0.515229	0.912525	0.192047	0.522001	0.606973	0.225456	0.896118	
00013576	0.671151	0.075495	0.702492	0.731655	0.062496	0.326186	0.975905	0.428086	0.696973	0.379991	
00013577	0.299175	0.933833	0.309470	0.553231	0.487560	0.771408	0.047424	0.898608	0.809482	0.367560	
00013578	0.531127	0.359424	0.973869	0.983242	0.915068	0.907413	0.452609	0.524721	0.556296	0.114115	
00013579	0.001463	0.066930	0.862436	0.534354	0.489817	0.351645	0.792205	0.830478	0.258399	0.948482	
00013580	0.883789	0.965933	0.619773	0.641311	0.484302	0.388322	0.834583	0.517509	0.229896	0.921885	
00013581	0.404384	0.649453	0.879447	0.336625	0.274132	0.158772	0.181933	0.396294	0.261944	0.451628	
00013582	0.301206	0.420617	0.307114	0.982334	0.091088	0.846937	0.411886	0.206392	0.619435	0.242300	
00013583	0.950582	0.596441	0.626196	0.886031	0.665940	0.213090	0.900569	0.721466	0.089219	0.506821	
00013584	0.460648	0.347088	0.633983	0.106710	0.125556	0.000500	0.393891	0.365306	0.313784	0.879040	
00013585	0.287648	0.217627	0.301197	0.620319	0.108805	0.961545	0.587818	0.554459	0.275809	0.414885	
00013586	0.084627	0.037841	0.582954	0.871125	0.442896	0.976135	0.326210	0.639404	0.473328	0.715541	
00013587	0.582181	0.153425	0.107676	0.588828	0.553112	0.792810	0.275495	0.753737	0.065625	0.436064	
00013588	0.153069	0.373382	0.798408	0.765590	0.962538	0.184793	0.359302	0.451074	0.781267	0.647415	
00013589	0.073094	0.876815	0.875137	0.747788	0.571510	0.149037	0.631085	0.020777	0.282341	0.357762	
00013590	0.580565	0.441148	0.647670	0.126251	0.075890	0.258567	0.444016	0.196556	0.935278	0.135168	
00013591	0.287015	0.637770	0.055069	0.636740	0.362472	0.616191	0.662286	0.259583	0.915860	0.517392	
00013592	0.361920	0.387807	0.938562	0.903567	0.019482	0.944367	0.480722	0.516319	0.575371	0.385313	
00013593	0.724825	0.837196	0.057961	0.333756	0.463907	0.453671	0.385558	0.248657	0.980684	0.711317	
00013594	0.858312	0.766317	0.249145	0.490888	0.955899	0.282001	0.374679	0.637145	0.261288	0.840272	
00013595	0.347916	0.125584	0.375118	0.225384	0.977569	0.011786	0.956662	0.693328	0.377227	0.512973	
00013596	0.961746	0.092661	0.413529	0.764011	0.142975	0.103382	0.162500	0.760637	0.782334	0.148731	
00013597	0.953569	0.660318	0.165184	0.404792	0.272785	0.868196	0.478012	0.261055	0.973374	0.047187	
00013598	0.206037	0.377670	0.941974	0.960108	0.970877	0.146153	0.966190	0.195353	0.660616	0.876153	
00013599	0.768245	0.107792	0.128043	0.612395	0.771915	0.701150	0.927541	0.840167	0.091791	0.628803	
00013600	0.615532	0.623811	0.755389	0.353583	0.605854	0.646832	0.013356	0.212767	0.780596	0.648915	
00013601	0.918922	0.621601	0.640155	0.208463	0.842383	0.208106	0.019886	0.720412	0.537782	0.667103	
00013602	0.602537	0.911627	0.306615	0.076715	0.678594	0.383581	0.437102	0.597715	0.741233	0.069079	
00013603	0.702138	0.606132	0.115719	0.585291	0.923508	0.793801	0.052600	0.150195	0.987301	0.439745	
00013604	0.743675	0.485346	0.955548	0.263760	0.974727	0.772929	0.856488	0.573005	0.180049	0.351777	
00013605	0.385102	0.576741	0.824148	0.583717	0.058077	0.781709	0.822537	0.401682	0.107621	0.259402	
00013606	0.251504	0.982101	0.152197	0.036906	0.026379	0.509818	0.480141	0.339430	0.547188	0.046402	
00013607	0.036760	0.518568	0.392890	0.896514	0.709768	0.256949	0.652414	0.549351	0.205274	0.879589	
00013608	0.472123	0.348702	0.462763	0.175271	0.639968	0.599831	0.255706	0.855896	0.585831	0.340035	
00013609	0.645072	0.982874	0.737818	0.720940	0.467938	0.564559	0.676015	0.453750	0.871363	0.205913	
00013610	0.278970	0.992010	0.875654	0.118599	0.557166	0.354462	0.266178	0.354616	0.645039	0.082830	
00013611	0.517861	0.896157	0.973842	0.476791	0.094344	0.161061	0.859438	0.414433	0.533623	0.441191	
00013612	0.245667	0.741580	0.723877	0.742697	0.819905	0.523343	0.436781	0.321705	0.220274	0.407026	
00013613	0.297508	0.664737	0.622915	0.533551	0.374735	0.154839	0.899109	0.908034	0.300395	0.989435	
00013614	0.650474	0.733363	0.842093	0.635104	0.912231	0.905052	0.916493	0.949823	0.367230	0.145980	
00013615	0.891393	0.435916	0.378042	0.957403	0.839393	0.700512	0.894844	0.705127	0.828603	0.840228	
00013616	0.861106	0.399632	0.898682	0.243036	0.592904	0.933906	0.518238	0.092712	0.825651	0.321571	
00013617	0.209915	0.217891	0.788761	0.628839	0.095933	0.526237	0.625455	0.809127	0.573443	0.509215	
00013618	0.399094	0.881630	0.908798	0.746148	0.238321	0.274742	0.109149	0.270910	0.009294	0.314780	
00013619	0.887883	0.942070	0.421410	0.852528	0.023298	0.230590	0.014247	0.686818	0.431748	0.007896	
00013620	0.256528	0.948955	0.070587	0.670857	0.154033	0.311587	0.493399	0.913362	0.649705	0.730356	
00013621	0.966802	0.106443	0.907523	0.968776	0.880446	0.365667	0.405148	0.093724	0.052279	0.130326	
00013622	0.619157	0.057975	0.612739	0.002866	0.118961	0.994546	0.996984	0.296964	0.714187	0.123525	
00013623	0.165346	0.163724	0.750338	0.079964	0.859938	0.152973	0.999951	0.770117	0.573698	0.926948	
00013624	0.826199	0.527474	0.580403	0.567705	0.865489	0.832395	0.296831	0.518973	0.098013	0.514793	
00013625	0.655693	0.069748	0.994522	0.337405	0.895458	0.273751	0.508684	0.617104	0.564128	0.152439	
00013626	0.546453	0.010146	0.165867	0.607000	0.011689	0.912695	0.844875	0.119180	0.154084	0.888587	
00013627	0.251329	0.091680	0.708823	0.124434	0.796099	0.471703	0.577025	0.560546	0.454613	0.397782	
00013628	0.040156	0.607435	0.166703	0.581614	0.182146	0.986115	0.513972	0.956474	0.726057	0.286000	
00013629	0.233375	0.056085	0.079331	0.868004	0.032305	0.087278	0.026323	0.727426	0.344561	0.374769	
00013630	0.361113	0.658100	0.634077	0.130700	0.163146	0.603705	0.013057	0.923324	0.297498	0.307296	
00013631	0.633455	0.575820	0.551481	0.363704	0.548176	0.038331	0.673772	0.053315	0.038058	0.786187	
00013632	0.986098	0.073835	0.772274	0.089057	0.768396	0.293856	0.854093	0.725329	0.541474	0.738547	
00013633	0.207157	0.241569	0.054883	0.182737	0.779512	0.485323	0.857152	0.082218	0.218432	0.459512	
00013634	0.757084	0.351195	0.046642	0.612702	0.349070	0.168660	0.756939	0.723739	0.970640	0.801899	
00013635	0.886328	0.126739	0.582510	0.926602	0.708253	0.608931	0.231277	0.046013	0.047373	0.516769	
00013636	0.472230	0.739409	0.761745	0.738208	0.330624	0.504649	0.523736	0.585463	0.515557	0.061941	
00013637	0.158914	0.445680	0.185260	0.005247	0.616060	0.785650	0.516208	0.301187	0.003481	0.878673	
00013638	0.810921	0.017612	0.535964	0.453466	0.458894	0.140924	0.624489	0.414614	0.771382	0.261460	
00013639	0.476508	0.681708	0.573696	0.552925	0.219120	0.344247	0.504746	0.958604	0.155296	0.244235	
00013640	0.116288	0.880833	0.604939	0.360648	0.432058	0.145326	0.314459	0.198470	0.916137	0.001404	
00013641	0.875721	0.139821	0.040792	0.025072	0.639367	0.488421	0.030914	0.493991	0.373918	0.697192	
00013642	0.635186	0.810854	0.270123	0.672116	0.831134	0.469850	0.046257	0.089440	0.490070	0.414580	
00013643	0.097281	0.252860	0.178949	0.677363	0.708726	0.840545	0.497170	0.840810	0.899174	0.819470	
00013644	0.908439	0.024386	0.527728	0.378475	0.179772	0.532601	0.053717	0.644451	0.251358	0.149092	
00013645	0.035016	0.530724	0.735075	0.434442	0.579904	0.817333	0.868717	0.007577	0.594306	0.063721	
00013646	0.039750	0.934855	0.917633	0.532949	0.777896	0.754529	0.334381	0.958096	0.817340	0.566852	
00013647	0.988568	0.769329	0.030598	0.051928	0.759045	0.039028	0.423394	0.223987	0.113404	0.350425	
00013648	0.686182	0.404752	0.824218	0.231414	0.250623	0.104368	0.002884	0.229781	0.535692	0.746837	
00013649	0.376689	0.717811	0.847394	0.426072	0.343767	0.290107	0.409779	0.778080	0.820677	0.905392	
00013650	0.504324	0.481323	0.469636	0.142783	0.730731	0.544703	0.693917	0.992296	0.641646	0.085151	
00013651	0.763496	0.441176	0.370319	0.988125	0.287284	0.121530	0.427605	0.546847	0.576879	0.459096	
00013652	0.048875	0.942361	0.075637	0.848091	0.443894	0.605665	0.222336	0.102572	0.677957	0.750339	
00013653	0.725928	0.578778	0.169957	0.928071	0.839832	0.660072	0.875620	0.056159	0.966319	0.133885	
00013654	0.701328	0.783610	0.671965	0.872468	0.983656	0.360596	0.852766	0.226458	0.054529	0.091052	
00013655	0.458891	0.714807	0.590129	0.394604	0.614553	0.266551	0.321289	0.309543	0.920379	0.807817	
00013656	0.582295	0.142166	0.667788	0.377015	0.176550	0.888918	0.381928	0.812212	0.298291	0.794038	
00013657	0.339090	0.692919	0.450260	0.025739	0.064096	0.375121	0.236242	0.855900	0.588783	0.584289	
00013658	0.170625	0.393649	0.791944	0.774744	0.685697	0.674372	0.935634	0.144305	0.195625	0.765249	
00013659	0.399193	0.127768	0.455798	0.352195	0.229935	0.323816	0.165312	0.213037	0.612121	0.530697	
00013660	0.919777	0.640904	0.894465	0.198064	0.664512	0.809220	0.627625	0.026683	0.636351	0.688406	
00013661	0.226045	0.497508	0.072557	0.689376	0.844225	0.089176	0.140121	0.336916	0.269158	0.532801	
00013662	0.361007	0.063973	0.635435	0.212043	0.735046	0.340746	0.156493	0.676327	0.454137	0.075135	
00013663	0.324562	0.523537	0.808622	0.111490	0.899502	0.500816	0.862285	0.955312	0.767406	0.741299	
00013664	0.083582	0.314540	0.321098	0.942470	0.244236	0.131791	0.197499	0.050019	0.812752	0.723024	
00013665	0.512666	0.854892	0.536072	0.855164	0.883624	0.965592	0.960784	0.711659	0.128694	0.769811	
00013666	0.832865	0.009015	0.866080	0.862779	0.045630	0.408580	0.364234	0.231649	0.432243	0.820747	
00013667	0.904613	0.202585	0.534216	0.125874	0.492896	0.971235	0.004544	0.160009	0.953117	0.890906	
00013668	0.723596	0.880604	0.793612	0.229491	0.580433	0.637090	0.855680	0.743779	0.454887	0.055400	
00013669	0.382996	0.218050	0.586233	0.844391	0.948949	0.460620	0.847817	0.971007	0.084444	0.028361	
00013670	0.298017	0.317690	0.881507	0.806825	0.631653	0.251561	0.540711	0.370248	0.623279	0.085228	
00013671	0.691712	0.343964	0.443176	0.276474	0.472531	0.177962	0.475776	0.655211	0.821339	0.739749	
00013672	0.880457	0.800077	0.093164	0.311238	0.121586	0.589023	0.084980	0.681565	0.649152	0.821308	
00013673	0.924548	0.571084	0.929496	0.380604	0.279711	0.159518	0.379646	0.126673	0.145801	0.180986	
00013674	0.081253	0.813238	0.418572	0.418477	0.769213	0.401691	0.523527	0.967532	0.356826	0.833066	
00013675	0.482673	0.086180	0.526703	0.065933	0.750798	0.638177	0.970849	0.242464	0.477818	0.038157	
00013676	0.128265	0.192137	0.690944	0.947149	0.018085	0.700708	0.438663	0.532757	0.561716	0.453611	
00013677	0.252911	0.629502	0.054657	0.790257	0.848456	0.447921	0.811950	0.831442	0.182032	0.371095	
00013678	0.883962	0.063863	0.340410	0.652143	0.902347	0.275229	0.896088	0.682295	0.774294	0.425965	
00013679	0.196277	0.742962	0.792789	0.975280	0.676039	0.067061	0.830035	0.517143	0.569607	0.094380	
00013680	0.121354	0.603397	0.006545	0.130745	0.040598	0.519137	0.490043	0.409770	0.994651	0.492551	
00013681	0.543695	0.798444	0.054202	0.515836	0.495419	0.555939	0.767424	0.145103	0.991387	0.449534	
00013682	0.314621	0.160595	0.274074	0.531822	0.686581	0.808721	0.013291	0.245447	0.939083	0.717482	
00013683	0.382041	0.737931	0.357479	0.131869	0.036871	0.608346	0.348452	0.698868	0.113905	0.423532	
00013684	0.791539	0.757040	0.781057	0.644133	0.250573	0.507270	0.214232	0.418337	0.425148	0.687785	
00013685	0.839179	0.881311	0.188845	0.407307	0.316445	0.542091	0.629580	0.152318	0.211692	0.529202	
00013686	0.680236	0.429242	0.406480	0.691721	0.166810	0.453695	0.331199	0.813383	0.890850	0.051034	
00013687	0.416922	0.187483	0.693955	0.695269	0.459626	0.271281	0.199973	0.096070	0.536771	0.466655	
00013688	0.642890	0.303032	0.829480	0.301760	0.917840	0.829182	0.862774	0.873282	0.103835	0.960131	
00013689	0.214081	0.320757	0.546175	0.832079	0.049015	0.472838	0.717690	0.515467	0.252696	0.672026	
00013690	0.617271	0.442007	0.912339	0.770458	0.281928	0.643563	0.330408	0.163709	0.890067	0.848756	
00013691	0.675191	0.361885	0.917629	0.986868	0.815134	0.596709	0.946012	0.745842	0.258432	0.814967	
00013692	0.601023	0.625600	0.618542	0.612175	0.893113	0.135950	0.590043	0.430237	0.849420	0.747137	
00013693	0.346310	0.938827	0.910472	0.365638	0.790276	0.248615	0.432365	0.157694	0.231927	0.819752	
00013694	0.364401	0.286904	0.893861	0.150739	0.022639	0.328829	0.204902	0.085008	0.721337	0.685744	
00013695	0.171481	0.244599	0.345293	0.975700	0.079228	0.054880	0.188985	0.863948	0.153570	0.077804	
00013696	0.795362	0.920854	0.996385	0.706264	0.920870	0.720569	0.010790	0.777137	0.072726	0.206111	
00013697	0.492667	0.926217	0.890265	0.766586	0.514140	0.791426	0.846934	0.267016	0.576943	0.783307	
00013698	0.354623	0.309941	0.363816	0.177362	0.042467	0.978242	0.280461	0.284650	0.344960	0.360285	
00013699	0.775061	0.076475	0.782897	0.240518	0.790627	0.099187	0.401843	0.606987	0.935257	0.711326	
00013700	0.236805	0.780878	0.328324	0.904488	0.728113	0.699110	0.716854	0.047323	0.040995	0.791879	
00013701	0.844833	0.130745	0.156707	0.733798	0.095400	0.135816	0.850839	0.835552	0.889076	0.415771	
00013702	0.816527	0.461482	0.739484	0.874674	0.789486	0.315608	0.445357	0.968805	0.332006	0.004059	
00013703	0.846228	0.440169	0.631737	0.267735	0.707159	0.412889	0.713298	0.750099	0.986372	0.860978	
00013704	0.370187	0.605002	0.599904	0.851825	0.389814	0.025724	0.888345	0.924233	0.251080	0.982401	
00013705	0.383230	0.127021	0.240562	0.828338	0.906136	0.619034	0.631346	0.107002	0.035124	0.452439	
00013706	0.861335	0.599044	0.282347	0.879550	0.127345	0.500886	0.986713	0.909173	0.869126	0.825765	
00013707	0.463909	0.132126	0.798737	0.053751	0.460342	0.344787	0.173873	0.819581	0.604991	0.422641	
00013708	0.570548	0.115337	0.586945	0.251030	0.527283	0.007796	0.628089	0.643611	0.480331	0.471975	
00013709	0.695307	0.441073	0.301753	0.853770	0.614050	0.687940	0.684624	0.998836	0.393655	0.196159	
00013710	0.960917	0.271099	0.296112	0.952942	0.051782	0.350027	0.167537	0.214788	0.960279	0.279676	
00013711	0.546313	0.944107	0.225205	0.131588	0.021533	0.982074	0.149076	0.990736	0.032350	0.233674	
00013712	0.636577	0.516643	0.505442	0.300879	0.111480	0.816550	0.142439	0.022532	0.377818	0.398835	
00013713	0.570892	0.445292	0.565037	0.051909	0.555300	0.436568	0.092643	0.395219	0.700640	0.040900	
00013714	0.927112	0.308588	0.068896	0.546442	0.605070	0.572650	0.917324	0.563025	0.209906	0.185304	
00013715	0.863766	0.469598	0.163903	0.436695	0.784043	0.971328	0.853295	0.563885	0.533653	0.157150	
00013716	0.169839	0.779443	0.510519	0.196771	0.954756	0.935057	0.357132	0.469445	0.359969	0.079787	
00013717	0.178699	0.168813	0.541539	0.204636	0.194315	0.538076	0.092066	0.443562	0.713170	0.275662	
00013718	0.243504	0.022451	0.510036	0.090150	0.466677	0.917809	0.332211	0.201572	0.006939	0.079003	
00013719	0.751779	0.708729	0.121917	0.004521	0.911121	0.761201	0.067462	0.196177	0.639575	0.716817	
00013720	0.199134	0.605150	0.155750	0.187126	0.415959	0.978684	0.088046	0.852231	0.126254	0.166786	
00013721	0.982941	0.413680	0.409146	0.651350	0.298013	0.419188	0.723049	0.691139	0.774542	0.585768	
00013722	0.709639	0.914770	0.693653	0.595724	0.257360	0.184721	0.410706	0.378856	0.537361	0.846164	
00013723	0.175436	0.477181	0.780772	0.942288	0.831904	0.887304	0.520115	0.190250	0.593173	0.242994	
00013724	0.858297	0.916222	0.636363	0.640203	0.694536	0.973619	0.270223	0.255625	0.119312	0.403731	
00013725	0.909411	0.496907	0.581805	0.449175	0.006178	0.853902	0.723810	0.296934	0.611830	0.708537	
00013726	0.961663	0.927553	0.974734	0.376823	0.637152	0.048129	0.868843	0.895806	0.489313	0.795399	
00013727	0.570600	0.703651	0.529638	0.008790	0.815013	0.202443	0.176670	0.990960	0.378654	0.258963	
00013728	0.562879	0.694642	0.288371	0.216686	0.661319	0.830521	0.395829	0.083994	0.011429	0.627662	
00013729	0.176661	0.004594	0.196209	0.443192	0.334935	0.323367	0.402426	0.347041	0.859675	0.599817	
00013730	0.513679	0.540219	0.215373	0.339368	0.959159	0.888261	0.522589	0.088489	0.891296	0.871214	
00013731	0.548472	0.412970	0.437663	0.140141	0.535347	0.132053	0.174849	0.630638	0.754416	0.731877	
00013732	0.165277	0.628130	0.566950	0.088411	0.566640	0.953849	0.415716	0.251839	0.799815	0.433674	
00013733	0.493893	0.543536	0.915583	0.003731	0.115863	0.231058	0.004584	0.425897	0.133562	0.852527	
00013734	0.535117	0.215998	0.316097	0.797665	0.508916	0.053978	0.915443	0.509122	0.274613	0.409864	
00013735	0.198807	0.552105	0.281023	0.293663	0.814973	0.593775	0.431660	0.278465	0.936993	0.810415	
00013736	0.623169	0.862749	0.618899	0.711352	0.632271	0.905650	0.736377	0.538284	0.995582	0.115345	
00013737	0.026315	0.004939	0.220445	0.443497	0.130092	0.828832	0.100297	0.802519	0.951663	0.328867	
00013738	0.318791	0.125084	0.172017	0.296089	0.533243	0.924613	0.083951	0.122272	0.499659	0.652223	
00013739	0.533000	0.775071	0.016418	0.262062	0.951083	0.410951	0.782539	0.750470	0.630174	0.779679	
00013740	0.326774	0.020386	0.516334	0.275242	0.077994	0.562411	0.923235	0.479909	0.018054	0.673573	
00013741	0.602190	0.142633	0.002416	0.073701	0.436731	0.661730	0.229321	0.998873	0.372161	0.294726	
00013742	0.361933	0.320411	0.556002	0.792192	0.781661	0.158211	0.452490	0.467013	0.009143	0.494275	
00013743	0.134921	0.904750	0.555734	0.300425	0.163640	0.862547	0.207200	0.541109	0.546718	0.638786	
00013744	0.913814	0.614156	0.073732	0.050337	0.692838	0.407163	0.106890	0.088269	0.422475	0.447493	
00013745	0.640559	0.015898	0.396909	0.336092	0.434680	0.801940	0.085949	0.969897	0.779029	0.622980	
00013746	0.658774	0.311394	0.772204	0.862364	0.819903	0.183192	0.992913	0.622368	0.769317	0.284340	
00013747	0.675330	0.192772	0.572536	0.151861	0.554411	0.987721	0.440818	0.449769	0.148273	0.442634	
00013748	0.744558	0.275468	0.403069	0.309546	0.788146	0.859948	0.254058	0.910040	0.150383	0.386669	
00013749	0.842178	0.026710	0.523322	0.530871	0.267898	0.823835	0.729427	0.906431	0.536421	0.902722	
00013750	0.516657	0.830640	0.392486	0.539323	0.529283	0.405606	0.386143	0.126485	0.561456	0.888486	
00013751	0.151869	0.764278	0.067025	0.794498	0.649213	0.068630	0.588072	0.257116	0.312147	0.111517	
00013752	0.380664	0.721157	0.778519	0.060768	0.180938	0.610717	0.777557	0.603376	0.204566	0.025910	
00013753	0.821019	0.822717	0.764310	0.842683	0.198096	0.990980	0.711359	0.188140	0.619249	0.667678	
